Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1.0,51.5,0.0,0.0,12.0,549.25,0.0,0.015384615,0.0,0.0,Dec,2.0,2.0,2.0,2.0,New_Visitor,False,False
1.0,20.2,0.0,0.0,13.0,227.6,0.0,0.0,42.29306752,0.0,Jul,2.0,2.0,3.0,3.0,New_Visitor,False,False
9.0,234.4333333,0.0,0.0,20.0,590.5833333,0.025925926,0.040922619,0.0,0.0,Nov,2.0,2.0,7.0,1.0,Returning_Visitor,False,False
4.0,61.0,0.0,0.0,16.0,502.5,0.0,0.00952381,71.944,0.0,May,4.0,1.0,2.0,3.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,5.0,28.0,0.12,0.16,0.0,0.4,May,3.0,2.0,4.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,43.0,0.085714286,0.121428571,0.0,0.0,Dec,3.0,2.0,1.0,1.0,Returning_Visitor,False,False
13.0,246.5333333,0.0,0.0,26.0,892.0,0.0,0.01127451,0.0,0.0,Sep,2.0,6.0,1.0,3.0,Returning_Visitor,False,False
15.0,309.6333333,2.0,45.8,50.0,2230.986667,0.0,0.004371585,40.77935433,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.0,78.1,0.18,0.171428571,0.0,0.0,Sep,2.0,5.0,3.0,2.0,Returning_Visitor,False,False
12.0,217.0833333,5.0,480.125,90.0,1996.565909,0.013684211,0.027807876,0.0,0.0,Nov,3.0,2.0,3.0,1.0,Returning_Visitor,False,False
2.0,112.8,0.0,0.0,27.0,1555.967143,0.0,0.001724138,44.85638692,0.0,Nov,1.0,1.0,4.0,2.0,New_Visitor,False,True
5.0,107.5,0.0,0.0,31.0,2221.0,0.002857143,0.01047619,0.0,0.0,Nov,2.0,2.0,9.0,3.0,Returning_Visitor,False,False
1.0,37.0,0.0,0.0,23.0,1817.0,0.053333333,0.073696145,0.0,0.0,May,3.0,2.0,1.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,697.1666667,0.0,0.016666667,0.0,0.6,May,2.0,4.0,2.0,6.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,21.0,677.0,0.005,0.026666667,0.0,0.0,Dec,2.0,2.0,7.0,1.0,Returning_Visitor,False,False
9.0,140.5,0.0,0.0,35.0,1090.490476,0.013675214,0.016892552,0.0,0.0,Mar,1.0,1.0,3.0,2.0,Returning_Visitor,True,False
8.0,522.25,0.0,0.0,53.0,1899.058333,0.004938272,0.007694004,14.16739222,0.0,Dec,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
4.0,109.0,2.0,34.0,30.0,1049.833333,0.0125,0.028645833,0.0,0.0,May,2.0,2.0,6.0,4.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2.0,2.0,3.0,6.0,Returning_Visitor,False,False
5.0,59.5,0.0,0.0,116.0,3363.182143,0.000420168,0.014048347,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
5.0,1023.0,0.0,0.0,46.0,4681.894444,0.008,0.024380952,0.0,0.8,May,2.0,2.0,7.0,13.0,Returning_Visitor,False,False
1.0,185.0,6.0,263.0,6.0,133.3333333,0.0,0.019230769,0.0,0.0,Mar,3.0,2.0,3.0,3.0,Returning_Visitor,False,False
1.0,0.0,1.0,37.4,23.0,1146.5,0.015384615,0.023076923,72.52076923,0.0,May,2.0,4.0,1.0,4.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,11.0,1267.25,0.02,0.03,0.0,0.0,Nov,1.0,8.0,2.0,11.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,99.0,0.04,0.046666667,0.0,0.6,May,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
15.0,382.3466667,2.0,21.6,32.0,1718.387778,0.004761905,0.01038961,0.0,0.0,Aug,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
11.0,169.8833333,2.0,160.4,25.0,489.15,0.0125,0.0171875,0.0,0.0,Aug,3.0,2.0,3.0,5.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,41.0,1546.5,0.0,0.008333333,0.0,0.0,Mar,3.0,2.0,1.0,1.0,Returning_Visitor,True,False
,,,,,,,,,,,,,,,,,False
3.0,79.0,0.0,0.0,36.0,2517.0,0.0,0.005405405,27.23866195,0.0,Mar,2.0,10.0,2.0,2.0,Returning_Visitor,True,True
,,,,,,,,,,,,,,,,,False
3.0,80.5,0.0,0.0,62.0,2337.196667,0.008196721,0.023911007,0.0,0.0,Aug,2.0,2.0,5.0,1.0,Returning_Visitor,False,False
16.0,164.925,5.0,66.875,64.0,1899.598899,0.010964912,0.029949875,83.78651166,0.0,Nov,3.0,2.0,1.0,3.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,52.3,0.0,0.1,0.0,0.0,Aug,2.0,2.0,6.0,5.0,Returning_Visitor,False,False
1.0,25.5,0.0,0.0,12.0,250.8333333,0.0,0.016666667,0.0,0.0,Mar,3.0,2.0,2.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,26.0,1035.821429,0.003846154,0.034935897,0.0,0.0,May,2.0,7.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,158.5,0.0,0.028571429,0.0,0.0,May,2.0,2.0,6.0,6.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,22.0,494.6333333,0.0,0.004545455,42.29306752,0.0,Nov,2.0,2.0,1.0,2.0,New_Visitor,False,True
0.0,0.0,0.0,0.0,15.0,310.1666667,0.0,0.006666667,0.0,0.0,Feb,1.0,1.0,4.0,4.0,Returning_Visitor,False,False
2.0,28.2,0.0,0.0,12.0,271.0,0.0,0.014285714,0.0,0.0,Aug,1.0,8.0,4.0,6.0,Returning_Visitor,False,False
2.0,78.33333333,0.0,0.0,12.0,262.5,0.028571429,0.033333333,0.0,0.0,Mar,1.0,1.0,1.0,1.0,Returning_Visitor,False,False
15.0,275.9104437,6.0,606.75,47.0,1813.86461,0.007377049,0.019090804,9.417272131,0.0,May,3.0,2.0,4.0,6.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,14.0,1324.133333,0.003571429,0.015986395,0.0,0.0,Nov,1.0,1.0,1.0,2.0,Returning_Visitor,True,False
5.0,151.3333333,0.0,0.0,11.0,283.3333333,0.033333333,0.058333333,13.91046998,0.0,Nov,2.0,2.0,6.0,20.0,Returning_Visitor,False,True
6.0,231.9,0.0,0.0,8.0,188.3,0.0,0.014285714,12.15713406,0.0,Sep,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,196.3333333,0.0125,0.023958333,0.0,0.0,Oct,1.0,1.0,3.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,206.5,0.0,0.016666667,0.0,0.0,May,3.0,2.0,1.0,4.0,Returning_Visitor,False,False
4.0,65.0,0.0,0.0,26.0,501.8,0.0,0.014285714,0.0,0.0,Nov,2.0,2.0,9.0,2.0,New_Visitor,False,True
6.0,200.2222222,2.0,126.0,146.0,7253.676493,0.006570513,0.020305773,5.942025641,0.4,May,2.0,2.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,39.0,3413.833333,0.005128205,0.028205128,0.0,0.4,May,4.0,1.0,9.0,3.0,Returning_Visitor,False,False
1.0,37.0,0.0,0.0,10.0,240.4166667,0.018181818,0.022727273,0.0,0.0,May,2.0,2.0,3.0,3.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,7.0,855.0,0.0,0.028571429,0.0,0.0,May,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,240.5,0.08,0.07,0.0,0.0,May,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
,,,,,,,,,,,,,,,,,False
4.0,250.0,0.0,0.0,11.0,418.0,0.0,0.014285714,0.0,0.0,May,2.0,2.0,1.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,204.6,0.0,0.02,0.0,0.0,Jul,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,55.0,4156.9,0.018787879,0.05352381,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,True,False
6.0,513.8333333,0.0,0.0,33.0,2690.333333,0.0,0.01754386,30.21878011,0.0,Nov,2.0,4.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,14.0,406.8666667,0.0,0.007142857,0.0,0.0,Mar,2.0,4.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,219.5,0.0,0.016666667,0.0,0.0,May,1.0,2.0,2.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,75.0,1289.25,0.005479452,0.017351598,11.8290411,0.8,May,2.0,2.0,1.0,4.0,Returning_Visitor,False,True
3.0,65.5,2.0,12.0,39.0,1101.333333,0.00952381,0.041269841,14.99642857,0.0,May,2.0,2.0,3.0,1.0,Returning_Visitor,False,False
23.0,239.7445344,3.0,624.6,409.0,9100.402959,0.004301075,0.015934735,6.277683942,0.0,Jul,2.0,2.0,1.0,13.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,5.0,60.0,0.0,0.053333333,0.0,0.0,Dec,2.0,2.0,1.0,20.0,Returning_Visitor,False,False
2.0,89.0,3.0,119.0,41.0,4270.141667,0.004444444,0.027160494,0.0,0.0,Mar,2.0,2.0,4.0,1.0,Returning_Visitor,False,False
8.0,176.25,1.0,141.0,20.0,651.7658974,0.0,0.009230769,19.13285864,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Nov,3.0,2.0,4.0,13.0,Returning_Visitor,False,False
4.0,103.5,0.0,0.0,28.0,884.8040616,0.0,0.011326165,0.0,0.0,May,1.0,1.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,222.0,8068.742154,0.008325792,0.02329814,4.789722625,0.0,Nov,2.0,2.0,2.0,1.0,Returning_Visitor,True,False
0.0,0.0,1.0,222.0,25.0,1545.833333,0.007692308,0.024358974,0.0,0.0,May,2.0,4.0,1.0,2.0,Returning_Visitor,False,False
1.0,180.4,1.0,36.2,28.0,1907.08,0.006666667,0.015555556,19.24405095,0.0,Sep,2.0,2.0,1.0,1.0,Returning_Visitor,True,True
1.0,0.0,0.0,0.0,17.0,669.4833333,0.038888889,0.057407407,0.0,0.0,Dec,3.0,2.0,2.0,1.0,Returning_Visitor,True,False
4.0,130.0,0.0,0.0,28.0,818.7916667,0.0,0.003448276,0.0,0.0,Mar,2.0,2.0,1.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,1.0,1.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,1.0,37.0,15.0,497.3333333,0.0125,0.0375,0.0,0.0,Mar,1.0,1.0,2.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,708.25,0.0,0.045098039,0.0,0.0,Mar,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
9.0,174.2083333,2.0,383.75,151.0,9018.123741,0.012820513,0.02459296,0.0,0.0,Nov,1.0,2.0,1.0,1.0,Returning_Visitor,True,False
6.0,103.9,3.0,50.2,9.0,1759.066667,0.011764706,0.024705882,0.0,0.0,Sep,1.0,1.0,7.0,5.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,325.1666667,0.0,0.056,0.0,0.0,Nov,1.0,1.0,3.0,3.0,Returning_Visitor,False,False
2.0,11.0,0.0,0.0,4.0,15.0,0.0,0.04,0.0,0.0,Aug,2.0,10.0,1.0,1.0,Returning_Visitor,False,False
1.0,54.4,0.0,0.0,19.0,351.4,0.065,0.125,0.0,0.0,Jul,1.0,1.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,27.0,652.7,0.0,0.02962963,0.0,0.0,Jul,2.0,2.0,7.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,13.0,454.5,0.0,0.016666667,0.0,0.0,May,3.0,2.0,4.0,13.0,Returning_Visitor,False,False
8.0,410.9,5.0,406.9,24.0,1220.257143,0.011764706,0.024215686,8.887671892,0.0,Oct,3.0,2.0,2.0,2.0,Returning_Visitor,False,True
1.0,61.5,0.0,0.0,13.0,949.75,0.0,0.007692308,51.75775772,0.0,Dec,1.0,1.0,1.0,2.0,New_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,39.5,0.0,0.033333333,0.0,0.0,Dec,1.0,1.0,9.0,8.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,138.5416667,0.023076923,0.028205128,0.0,0.0,Dec,1.0,1.0,8.0,1.0,Returning_Visitor,True,False
2.0,37.0,1.0,18.0,25.0,430.5,0.0,0.007142857,0.0,0.0,May,2.0,2.0,2.0,2.0,Returning_Visitor,True,False
10.0,141.6333333,0.0,0.0,13.0,386.3,0.0,0.023529412,0.0,0.0,Sep,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
3.0,61.5,0.0,0.0,6.0,794.5,0.0,0.022222222,0.0,0.2,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
9.0,201.85,2.0,20.6,43.0,1458.93619,0.0,0.00952381,0.0,0.0,Aug,3.0,2.0,3.0,1.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,2.0,2.0,4.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,194.0666667,0.001904762,0.051238095,0.0,0.0,May,2.0,5.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,411.8,0.021052632,0.044736842,0.0,0.8,May,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
1.0,8.0,0.0,0.0,29.0,826.85,0.007142857,0.029591837,10.98707143,0.0,May,1.0,1.0,3.0,4.0,Returning_Visitor,False,True
4.0,71.4,0.0,0.0,14.0,449.4,0.03,0.076666667,0.0,0.0,Aug,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,1269.5,0.014285714,0.061904762,0.0,0.6,May,2.0,4.0,9.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,541.9166667,0.0,0.015686275,0.0,0.0,Nov,3.0,2.0,1.0,2.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,12.0,152.0,0.0,0.002380952,0.0,1.0,May,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,1.0,0.0,131.0,4597.575252,0.006766917,0.028754539,0.0,0.0,Dec,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
5.0,99.0,0.0,0.0,35.0,573.0,0.0,0.018918919,9.597405405,0.6,May,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
8.0,974.0,0.0,0.0,32.0,1003.416667,0.005263158,0.010526316,16.61144026,0.0,Dec,2.0,10.0,7.0,2.0,New_Visitor,True,True
2.0,31.2,0.0,0.0,17.0,2077.166667,0.0,0.011764706,0.0,0.0,Nov,2.0,2.0,8.0,2.0,Returning_Visitor,True,False
3.0,224.5,0.0,0.0,1.0,26.5,0.0,0.033333333,0.0,0.0,Dec,3.0,2.0,2.0,6.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,12.0,274.75,0.0,0.030555556,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
9.0,328.75,0.0,0.0,108.0,2793.733084,0.001949318,0.019205066,0.0,0.0,Nov,2.0,2.0,1.0,3.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.0,31.0,0.1,0.125,0.0,0.8,May,3.0,2.0,7.0,13.0,Returning_Visitor,False,False
3.0,33.6,0.0,0.0,4.0,109.5,0.0,0.013333333,0.0,0.0,Oct,3.0,2.0,1.0,2.0,New_Visitor,False,False
3.0,275.0,1.0,29.5,30.0,1107.047619,0.0,0.017760943,35.98106601,0.0,Mar,3.0,2.0,3.0,1.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,13.0,472.4333333,0.0,0.004395604,0.0,0.0,Jul,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,Nov,1.0,8.0,3.0,1.0,Returning_Visitor,True,False
1.0,53.9,0.0,0.0,34.0,422.5230769,0.0,0.006015038,36.31643173,0.0,Sep,1.0,1.0,2.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,12.0,336.8,0.0,0.006666667,0.0,0.6,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
4.0,63.0,0.0,0.0,5.0,95.5,0.0,0.025,0.0,0.0,Mar,3.0,2.0,1.0,9.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,31.0,1138.504762,0.02,0.040555556,0.0,0.4,May,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,1.0,3.0,20.0,780.5,0.004761905,0.043809524,10.9112449,0.0,Jul,3.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,831.9333333,0.0,0.02037037,0.0,0.8,May,3.0,2.0,6.0,14.0,Returning_Visitor,False,False
2.0,64.0,0.0,0.0,10.0,341.25,0.016666667,0.030555556,0.0,0.0,Nov,3.0,2.0,3.0,10.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,34.0,0.0,0.066666667,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,11.0,684.3333333,0.018181818,0.063636364,0.0,0.0,Feb,2.0,4.0,6.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,49.0,1023.96,0.034693878,0.057823129,0.0,0.0,Aug,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,2.0,13.0,9.0,20.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.04,0.0,0.0,May,4.0,2.0,3.0,1.0,Returning_Visitor,False,False
11.0,347.7916667,0.0,0.0,91.0,2434.144872,0.002020202,0.019021966,10.51901813,0.0,Dec,2.0,2.0,4.0,3.0,Returning_Visitor,False,False
3.0,61.66666667,0.0,0.0,40.0,2872.916667,0.0,0.011965812,22.20401709,0.0,May,2.0,4.0,3.0,6.0,Returning_Visitor,False,False
0.0,0.0,2.0,24.0,15.0,1075.5,0.0,0.013333333,0.0,0.0,May,6.0,2.0,4.0,2.0,Returning_Visitor,True,False
2.0,11.0,0.0,0.0,12.0,347.0,0.0,0.023076923,9.960923077,0.0,May,1.0,1.0,3.0,3.0,Returning_Visitor,True,True
1.0,7.0,0.0,0.0,151.0,2564.278157,0.00917226,0.0210895,0.0,0.6,May,1.0,1.0,1.0,15.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,89.0,0.0,0.055555556,0.0,0.0,Nov,2.0,2.0,9.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,16.0,977.125,0.0,0.0125,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,14.0,221.5,0.0,0.014285714,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,65.0,0.047058824,0.076470588,0.0,0.8,May,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,22.0,1368.0,0.004545455,0.013636364,0.0,0.0,Nov,2.0,5.0,7.0,3.0,Returning_Visitor,False,False
,,,,,,,,,,,,,,,,,False
1.0,7.0,0.0,0.0,17.0,2648.5,0.0125,0.03125,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2.0,2.0,1.0,20.0,Returning_Visitor,True,False
5.0,93.8,0.0,0.0,45.0,2139.7,0.0,0.004081633,20.2755559,0.0,Sep,2.0,4.0,2.0,2.0,New_Visitor,False,True
1.0,80.0,2.0,48.0,25.0,879.6666667,0.0,0.007692308,0.0,0.0,May,1.0,1.0,4.0,2.0,New_Visitor,True,False
2.0,63.5,0.0,0.0,9.0,99.06666667,0.036363636,0.072727273,0.0,0.0,Oct,1.0,1.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,572.0,0.036363636,0.072727273,0.0,0.0,Nov,1.0,1.0,4.0,3.0,Returning_Visitor,False,False
0.0,0.0,5.0,53.83333333,2.0,31.16666667,0.0,0.033333333,0.0,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,3.0,2.0,3.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,31.0,1759.416667,0.0,0.002903226,0.0,0.0,Mar,2.0,2.0,4.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,8.0,148.75,0.0,0.025,0.0,0.0,Mar,2.0,4.0,3.0,2.0,Returning_Visitor,True,False
4.0,68.10769231,6.0,1022.25,104.0,8130.964914,0.003787879,0.01763475,5.907475939,0.0,Nov,1.0,1.0,4.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,1.0,1.0,4.0,2.0,Returning_Visitor,False,False
8.0,636.0,0.0,0.0,52.0,3374.016667,0.0,0.003703704,108.0893873,0.0,Nov,2.0,2.0,3.0,13.0,Returning_Visitor,False,True
6.0,124.2,0.0,0.0,5.0,94.6,0.0,0.022222222,0.0,0.0,Nov,1.0,1.0,2.0,5.0,New_Visitor,False,True
0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.1,0.0,0.0,Nov,4.0,1.0,4.0,10.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,1245.0,0.0,0.1,0.0,0.0,May,2.0,2.0,3.0,6.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,68.0,1212.441667,0.002898551,0.014381271,64.4161607,0.0,Nov,4.0,1.0,1.0,1.0,Returning_Visitor,False,False
4.0,64.6,2.0,28.7,16.0,597.6,0.019047619,0.018594104,0.0,0.0,Oct,3.0,2.0,1.0,5.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,24.0,610.6333333,0.0,0.020833333,0.0,0.0,Nov,1.0,1.0,3.0,2.0,Returning_Visitor,True,True
2.0,27.0,0.0,0.0,23.0,1278.090909,0.0,0.008333333,0.0,0.0,Mar,2.0,2.0,2.0,2.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,21.0,476.8666667,0.00952381,0.034126984,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,2.0,49.0,0.0,0.1,0.0,0.0,May,2.0,4.0,5.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,3.0,0.1,0.15,0.0,0.0,May,2.0,2.0,4.0,13.0,Returning_Visitor,False,False
1.0,15.8,3.0,97.8,32.0,1213.65,0.005405405,0.024324324,1.273317415,0.0,Aug,2.0,2.0,3.0,2.0,Returning_Visitor,False,True
6.0,312.0,1.0,11.0,92.0,2710.570238,0.016842105,0.026417863,0.0,0.6,May,2.0,2.0,4.0,3.0,Returning_Visitor,False,False
8.0,258.1444444,1.0,0.0,81.0,1878.996825,0.002325581,0.019277493,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,228.5,0.022222222,0.044444444,0.0,0.2,May,3.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,388.0,0.025,0.05625,0.0,0.0,Feb,3.0,2.0,1.0,4.0,Returning_Visitor,True,False
9.0,497.1666667,0.0,0.0,20.0,1170.166667,0.012121212,0.023484848,0.0,0.0,Nov,3.0,2.0,3.0,2.0,Returning_Visitor,False,False
8.0,574.55,0.0,0.0,15.0,571.4238596,0.031578947,0.029645043,0.0,0.0,Oct,3.0,2.0,4.0,2.0,Returning_Visitor,False,False
1.0,5.0,0.0,0.0,7.0,1252.766667,0.025,0.021428571,0.0,0.0,Sep,1.0,2.0,7.0,4.0,Returning_Visitor,False,False
1.0,41.0,4.0,360.0,28.0,769.5,0.024242424,0.042424242,19.38181818,0.0,May,2.0,2.0,1.0,6.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,109.25,0.0,0.033333333,0.0,0.0,Dec,8.0,13.0,9.0,20.0,Other,False,False
0.0,0.0,0.0,0.0,29.0,1137.166667,0.0,0.007142857,22.27457143,0.0,May,1.0,8.0,1.0,11.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,62.0,3299.525,0.0,0.009539422,5.1680996,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
10.0,242.6333333,4.0,23.0,47.0,1534.815256,0.022807018,0.036908939,5.194081873,0.0,Sep,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
2.0,7.0,0.0,0.0,63.0,2219.866667,0.003174603,0.023129252,0.0,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,True,False
8.0,167.45,1.0,168.2,33.0,755.8769841,0.026315789,0.041315789,0.0,0.0,Oct,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
,,,,,,,,,,,,,,,,,False
7.0,169.35,2.0,182.2,29.0,1612.983333,0.005882353,0.013697479,0.0,0.0,Nov,2.0,2.0,8.0,2.0,Returning_Visitor,False,False
2.0,90.17857143,2.0,88.5,19.0,1214.307692,0.022727273,0.031677489,15.52703405,0.0,Nov,1.0,1.0,4.0,2.0,Returning_Visitor,False,True
5.0,79.1,0.0,0.0,36.0,1081.108333,0.025,0.025972222,0.0,0.0,Sep,1.0,2.0,2.0,2.0,Returning_Visitor,True,False
0.0,0.0,3.0,101.0,7.0,208.5,0.0,0.025,0.0,0.0,May,2.0,2.0,1.0,5.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,1439.5,0.0,0.08,0.0,0.0,May,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,68.0,746.8,0.002941176,0.011470588,0.0,0.0,May,2.0,2.0,1.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.1,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.0,Aug,2.0,2.0,2.0,4.0,Returning_Visitor,False,False
5.0,91.0,2.0,232.8,246.0,9227.371429,0.006425703,0.024959839,0.0,0.0,Oct,4.0,1.0,4.0,3.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,8.0,267.0,0.0,0.05,0.0,0.0,Mar,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,93.5,0.016666667,0.066666667,0.0,0.0,Dec,1.0,1.0,3.0,1.0,Returning_Visitor,True,False
